vacancy_id,skill_id
1,154
1,42
1,21
1,94
1,109
1,52
1,43
1,80
2,51
2,6
2,33
2,85
2,94
2,109
2,132
2,56
3,28
3,38
3,108
3,80
3,33
3,7
3,76
3,135
3,100
3,46
3,94
3,52
3,64
3,134
3,43
3,44
4,135
4,75
4,38
4,20
4,109
4,159
4,158
4,42
4,94
4,52
4,78
4,156
4,25
4,64
4,85
4,43
4,95
4,81
5,108
5,146
5,135
5,33
5,6
5,7
5,93
5,46
5,27
5,94
5,132
5,19
5,64
5,85
5,96
5,56
6,15
6,94
6,109
6,69
6,28
6,167
6,43
6,159
6,46
6,108
7,108
7,146
7,21
7,135
7,46
7,42
7,94
7,52
7,102
7,64
7,43
8,119
8,139
8,55
8,124
9,15
9,94
9,109
9,69
9,28
9,167
9,43
9,159
9,46
9,108
10,15
10,94
10,109
10,69
10,28
10,167
10,43
10,159
10,46
10,108
11,33
11,134
11,42
11,21
11,85
11,94
11,109
11,31
11,52
11,28
11,80
12,9
12,130
12,33
12,42
12,31
12,94
12,109
12,93
12,43
12,49
12,38
12,100
12,46
12,108
13,28
13,108
13,80
13,33
13,10
13,21
13,109
13,49
13,100
13,46
13,42
13,114
13,94
13,52
13,132
13,102
13,43
13,44
13,56
14,135
14,42
14,114
14,109
14,158
14,167
15,146
15,33
15,42
15,57
15,109
15,52
15,102
15,43
15,159
15,132
15,44
15,108
15,80
16,166
16,64
16,85
16,21
16,94
16,75
16,69
16,52
16,148
16,78
16,38
16,95
16,81
17,51
17,33
17,134
17,42
17,21
17,85
17,94
17,109
17,31
17,52
17,28
17,80
18,28
18,60
18,108
18,146
18,6
18,33
18,21
18,98
18,109
18,76
18,49
18,100
18,46
18,38
18,158
18,27
18,42
18,40
18,52
18,17
18,8
18,134
18,142
18,85
18,43
18,44
18,56
19,75
19,113
19,167
19,38
19,146
19,21
19,109
19,66
19,27
19,51
19,106
19,94
19,52
19,78
19,64
19,8
19,95
19,56
19,81
19,103
20,167
20,108
20,80
20,33
20,6
20,21
20,7
20,109
20,49
20,100
20,42
20,114
20,94
20,52
20,102
20,132
20,134
20,57
20,125
20,43
21,163
21,21
21,75
21,94
21,109
21,52
21,143
22,37
22,38
22,108
22,30
22,15
22,33
22,7
22,76
22,50
22,49
22,159
22,100
22,46
22,139
22,119
22,132
22,19
22,124
22,43
22,44
22,56
23,75
23,113
23,167
23,38
23,146
23,109
23,135
23,66
23,27
23,51
23,106
23,94
23,78
23,64
23,8
23,37
23,95
23,56
23,81
23,103
24,28
24,108
24,80
24,33
24,7
24,98
24,109
24,49
24,100
24,46
24,107
24,42
24,94
24,73
24,19
24,142
24,85
24,43
24,71
24,56
25,33
25,134
25,64
25,85
25,94
25,109
25,28
25,167
25,43
25,100
25,44
25,49
25,71
25,46
25,108
25,80
26,146
26,51
26,6
26,85
26,94
26,109
26,7
26,102
26,167
26,43
26,49
26,56
26,80
26,158
27,146
27,150
27,108
27,94
27,109
27,145
27,43
27,64
28,38
28,21
28,109
28,159
28,94
28,52
28,102
28,132
28,64
28,57
29,146
29,21
29,138
29,94
29,109
29,141
29,145
29,52
29,167
29,43
29,132
29,159
29,158
29,46
29,108
30,163
30,134
30,114
30,42
30,57
30,94
30,109
30,75
30,102
30,80
31,64
31,75
31,113
31,167
31,38
31,63
31,163
31,146
31,21
31,109
31,66
31,139
31,27
31,51
31,106
31,94
31,52
31,78
31,37
31,95
31,81
31,103
32,134
32,21
32,93
32,109
32,119
32,52
32,43
32,44
32,46
32,108
32,158
33,31
33,113
33,28
33,38
33,63
33,80
33,146
33,30
33,15
33,33
33,6
33,10
33,7
33,109
33,76
33,117
33,69
33,135
33,74
33,139
33,27
33,51
33,42
33,114
33,106
33,94
33,52
33,78
33,19
33,64
33,134
33,85
33,125
33,97
33,44
33,95
33,96
33,56
33,167
33,81
34,7
34,94
34,43
34,108
35,131
35,37
35,167
35,38
35,63
35,148
35,109
35,135
35,49
35,139
35,51
35,23
35,119
35,104
35,102
35,56
36,9
36,150
36,109
36,167
36,43
36,159
36,108
36,63
37,163
37,64
37,75
37,109
37,93
37,94
37,132
37,159
38,167
38,108
38,163
38,7
38,109
38,106
38,94
38,78
38,64
38,95
38,43
38,81
39,134
39,21
39,109
39,119
39,93
39,52
39,43
39,44
39,46
39,108
39,158
40,27
40,51
40,8
40,94
40,56
40,50
40,49
40,38
40,102
41,64
41,163
41,150
41,108
41,42
41,93
41,167
41,43
41,44
41,156
42,136
42,82
42,94
42,109
42,50
43,108
43,20
43,163
43,30
43,109
43,27
43,101
43,38
43,166
43,106
43,94
43,78
43,64
43,43
43,95
43,81
44,146
44,64
44,30
44,27
44,38
44,85
44,75
44,94
44,106
44,95
45,146
45,163
45,166
45,64
45,85
45,94
45,109
45,21
45,52
45,78
45,143
45,159
45,38
45,81
46,108
46,94
46,93
46,109
46,167
46,43
46,64
46,142
47,163
47,64
47,166
47,94
47,109
47,93
47,106
47,34
47,78
47,81
47,103
48,64
48,108
48,94
48,109
48,167
48,43
48,38
48,46
49,64
49,130
49,159
49,158
50,64
50,94
50,109
51,146
51,163
51,166
51,135
51,94
51,109
51,64
51,80
52,113
52,28
52,163
52,6
52,109
52,69
52,27
52,42
52,94
52,102
52,78
52,19
52,64
52,45
52,97
52,95
52,56
53,163
53,64
53,10
53,166
53,94
53,109
53,106
53,112
53,143
53,78
53,66
53,81
53,142
54,64
54,94
54,75
54,43
54,38
54,44
54,95
54,46
54,108
54,63
55,167
55,60
55,38
55,21
55,109
55,49
55,51
55,27
55,52
55,102
56,167
56,60
56,38
56,21
56,109
56,49
56,51
56,27
56,169
56,52
56,102
57,7
57,94
57,147
57,52
57,160
57,167
57,43
57,49
57,131
57,108
57,140
57,158
58,158
58,117
58,52
58,135
58,102
58,149
58,64
58,38
59,33
59,109
59,167
59,43
59,46
60,143
60,163
60,10
60,109
60,42
60,114
60,94
60,2
60,132
60,134
60,133
60,71
61,139
61,152
62,64
62,27
62,94
62,106
62,75
62,135
62,78
62,38
62,95
62,81
64,135
64,167
64,60
64,38
64,7
64,21
64,109
64,76
64,49
64,118
64,51
64,27
64,169
64,52
64,102
64,41
64,56
65,135
65,132
66,8
66,134
66,135
66,109
66,49
66,38
67,8
67,134
67,135
67,109
67,49
67,38
68,8
68,150
68,139
68,158
69,9
69,94
69,20
70,130
70,167
70,50
70,63
70,98
70,109
70,49
70,131
70,40
70,124
70,147
70,56
71,28
71,38
71,108
71,80
71,33
71,150
71,98
71,109
71,49
71,100
71,46
71,158
71,107
71,51
71,94
71,73
71,17
71,142
71,85
71,71
71,56
72,130
72,8
72,134
72,138
72,119
72,160
72,139
72,167
72,159
72,17
72,80
73,60
73,108
73,63
73,6
73,109
73,49
73,100
73,27
73,42
73,94
73,19
73,85
73,110
73,97
73,56
74,167
74,80
74,98
74,109
74,131
74,107
74,51
74,94
74,104
74,134
74,85
75,107
75,51
75,47
75,85
75,98
75,56
75,49
75,102
75,158
76,9
76,27
76,51
76,134
76,94
76,109
76,17
76,63
77,24
77,155
77,52
77,102
77,158
78,64
78,108
78,75
78,109
78,43
78,38
79,135
79,37
79,60
79,138
79,69
79,49
79,158
79,27
79,51
79,102
79,85
79,97
79,56
80,64
80,108
80,75
80,109
80,43
80,38
81,64
81,163
81,135
81,94
81,109
81,93
81,2
82,8
82,143
82,166
82,75
82,94
82,171
82,167
82,132
82,159
82,64
83,37
83,60
83,38
83,80
83,146
83,98
83,49
83,27
83,51
83,102
83,85
83,56
84,64
84,94
84,75
84,95
85,27
85,8
85,85
85,109
85,56
85,49
85,102
85,158
86,60
86,38
86,80
86,7
86,109
86,49
86,128
86,27
86,102
86,8
86,96
86,56
87,50
87,38
87,60
87,98
87,109
87,49
87,118
87,27
87,51
87,41
87,102
87,8
88,64
88,163
88,130
88,135
88,75
88,94
88,20
89,64
89,150
89,94
89,95
89,131
89,142
90,167
90,108
90,80
90,146
90,15
90,33
90,7
90,109
90,76
90,69
90,74
90,46
90,42
90,134
90,85
90,43
91,33
91,42
91,109
91,49
91,43
91,100
91,56
91,108
92,38
92,108
92,63
92,171
92,163
92,109
92,106
92,46
92,94
92,78
92,64
92,43
92,95
92,81
93,64
93,139
93,75
93,106
93,78
93,95
93,37
93,132
93,20
94,135
94,142
95,33
95,169
95,42
95,74
95,7
95,114
95,109
95,43
95,132
95,102
95,80
96,27
96,51
96,85
96,158
96,52
96,50
96,49
97,155
97,21
97,94
97,109
97,2
97,52
97,18
97,167
98,60
98,38
98,80
98,150
98,7
98,109
98,50
98,49
98,139
98,131
98,128
98,27
98,102
98,17
98,8
98,96
98,56
99,146
99,130
99,51
99,161
99,109
99,147
99,52
99,102
99,167
99,49
99,80
100,27
100,51
100,85
100,158
100,52
100,49
100,102
101,146
101,21
101,109
101,52
101,28
101,167
101,43
101,44
101,46
101,108
101,102
102,108
102,163
102,109
102,46
102,143
102,166
102,94
102,34
102,132
102,102
102,152
102,133
102,43
102,158
103,119
103,132
103,118
104,31
104,108
104,33
104,93
104,109
104,49
104,159
104,46
104,94
104,17
104,8
104,43
104,44
104,56
105,150
105,158
105,135
105,167
105,142
105,132
106,27
106,134
106,85
106,167
106,49
106,60
106,80
107,130
107,135
107,22
107,146
107,163
107,150
107,109
107,93
107,46
107,166
107,64
107,94
107,43
108,51
108,33
108,6
108,42
108,94
108,109
108,2
108,167
109,135
109,63
109,80
109,171
109,146
109,47
109,7
109,98
109,109
109,76
109,118
109,27
109,101
109,94
109,78
109,41
109,17
109,102
109,64
109,8
109,85
109,97
109,56
109,81
110,38
110,80
110,15
110,7
110,98
110,109
110,76
110,49
110,100
110,46
110,107
110,41
110,17
110,8
110,85
110,43
110,56
111,45
111,51
111,8
111,21
111,119
111,160
111,52
111,37
111,167
111,109
111,86
111,131
111,140
112,135
112,167
112,21
112,98
112,109
112,169
112,119
112,52
112,102
112,124
112,8
112,134
112,13
112,56
113,80
113,146
113,7
113,76
113,118
113,27
113,101
113,94
113,78
113,17
113,102
113,134
113,85
113,97
113,56
113,81
114,94
114,75
114,106
114,109
114,2
114,78
114,38
114,43
114,44
114,95
114,46
114,108
114,81
114,63
115,60
115,38
115,109
115,49
115,27
115,51
115,102
115,41
115,158
116,114
116,42
116,150
116,28
116,43
116,135
116,80
117,64
117,163
117,94
117,75
117,167
117,43
117,95
118,64
118,42
118,106
118,94
118,109
118,93
118,95
118,25
118,156
119,150
119,142
119,22
119,50
120,33
120,42
120,85
120,43
120,17
120,56
120,80
121,64
121,152
121,135
121,40
121,94
121,109
121,112
121,78
121,108
121,81
122,64
122,152
122,135
122,40
122,94
122,109
122,112
122,78
122,108
122,81
123,146
123,94
123,109
123,34
123,43
123,108
124,37
124,38
124,21
124,98
124,109
124,49
124,51
124,119
124,52
124,8
124,134
124,85
124,43
125,51
125,33
125,6
125,42
125,94
125,109
125,2
125,142
126,119
126,135
126,139
127,64
127,94
127,106
127,78
127,108
127,81
128,108
128,63
128,146
128,135
128,7
128,109
128,49
128,100
128,46
128,9
128,42
128,114
128,94
128,19
128,134
128,43
128,44
129,146
129,47
129,8
129,119
129,117
129,135
130,30
130,150
130,85
130,135
130,49
130,56
131,167
131,60
131,108
131,63
131,146
131,135
131,6
131,92
131,46
131,9
131,27
131,51
131,38
131,40
131,129
131,17
131,20
131,85
132,50
132,38
132,108
132,80
132,7
132,98
132,21
132,76
132,49
132,46
132,107
132,51
132,119
132,158
132,52
132,85
132,43
132,56
133,75
133,37
133,38
133,146
133,92
133,109
133,42
133,40
133,94
133,52
133,17
133,156
133,19
133,64
133,85
133,43
134,167
134,21
134,109
134,49
134,128
134,111
134,107
134,119
134,52
134,102
134,124
134,85
134,13
134,162
135,38
135,63
135,7
135,21
135,49
135,138
135,158
135,9
135,27
135,51
135,169
135,52
136,113
136,167
136,38
136,108
136,163
136,6
136,21
136,93
136,101
136,106
136,94
136,52
136,78
136,102
136,64
136,95
136,81
137,167
137,38
137,20
137,150
137,135
137,49
137,128
137,27
137,45
137,8
137,85
138,167
138,38
138,20
138,150
138,135
138,49
138,128
138,27
138,17
138,102
138,45
138,8
138,85
139,167
139,38
139,108
139,6
139,21
139,93
139,106
139,94
139,52
139,102
139,64
139,95
139,81
140,10
140,94
140,109
140,2
140,132
140,34
140,43
140,158
140,19
140,124
140,46
140,63
140,142
141,138
141,135
141,132
142,152
142,135
142,34
142,142
143,119
143,124
143,142
143,102
145,63
145,146
145,135
145,33
145,21
145,109
145,9
145,40
145,52
145,129
145,17
145,102
145,59
145,43
145,71
146,60
146,63
146,146
146,30
146,135
146,92
146,109
146,51
146,38
146,40
146,17
147,146
147,9
147,135
147,51
147,90
147,21
147,109
147,52
147,63
148,167
148,63
148,146
148,135
148,21
148,92
148,148
148,109
148,27
148,51
148,40
148,52
148,129
148,64
149,51
149,119
149,160
149,131
149,167
149,168
149,17
149,102
150,172
150,135
150,167
150,150
150,21
150,138
150,109
150,145
150,119
150,52
150,102
150,8
150,134
150,13
151,142
151,82
151,135
151,152
152,63
152,146
152,135
152,33
152,21
152,109
152,9
152,40
152,52
152,129
152,17
152,102
152,59
152,43
152,71
153,8
153,98
153,102
153,142
154,22
154,167
154,38
154,146
154,135
154,109
154,49
154,51
154,52
154,129
154,102
154,134
154,85
154,56
155,146
155,155
155,10
155,150
155,21
155,52
155,149
155,167
156,8
157,38
157,80
157,63
157,146
157,135
157,21
157,109
157,51
157,40
157,52
157,129
157,102
157,8
157,134
157,56
158,139
158,8
158,21
158,119
158,102
158,135
158,49
158,38
158,52
158,86
159,8
160,146
160,150
160,138
160,109
160,34
160,167
161,146
161,135
161,63
162,146
162,27
162,135
162,109
162,167
162,71
162,56
162,80
162,63
163,21
163,102
163,52
163,18
164,18
164,119
164,158
164,102
164,167
164,132
164,124
164,139
165,119
165,139
165,55
165,124
166,60
166,80
166,146
166,135
166,92
166,109
166,49
166,118
166,27
166,40
166,129
166,102
166,134
167,167
167,38
167,80
167,63
167,146
167,135
167,150
167,7
167,21
167,109
167,145
167,9
167,51
167,169
167,40
167,94
167,52
167,129
167,17
167,59
167,134
167,85
167,147
167,56
168,167
168,63
168,146
168,135
168,33
168,92
168,7
168,21
168,109
168,49
168,158
168,9
168,51
168,169
168,40
168,94
168,52
168,129
168,134
168,85
168,43
168,44
168,56
169,21
169,119
169,145
169,135
169,139
169,52
169,36
169,124
169,102
170,167
170,50
170,38
170,80
170,135
170,21
170,109
170,49
170,53
170,169
170,52
170,34
170,136
170,56
171,169
171,7
171,49
171,167
171,100
171,56
171,63
171,158
172,135
172,167
172,38
172,80
172,150
172,98
172,109
172,21
172,50
172,49
172,128
172,107
172,27
172,52
172,102
172,134
172,85
173,134
173,150
173,21
173,109
173,52
173,86
173,80
174,146
174,8
174,142
174,21
174,138
174,109
174,167
174,52
174,135
174,19
175,94
175,167
176,139
176,167
176,24
176,18
176,36
176,135
176,119
176,52
176,102
176,132
176,124
176,57
177,119
177,139
177,55
177,124
178,124
179,122
179,119
179,139
179,132
179,124
180,146
180,135
180,21
180,119
180,52
180,13
180,124
180,142
181,150
181,167
181,171
181,124
182,24
182,82
182,167
182,18
182,122
182,150
182,36
182,135
182,139
182,119
182,124
182,3
183,107
183,153
183,135
183,21
183,109
183,157
183,52
183,49
183,13
183,124
183,138
184,119
184,139
184,55
184,124
185,67
185,18
185,119
185,36
185,167
185,124
186,107
186,153
186,135
186,21
186,157
186,52
186,13
186,124
186,138
187,167
187,122
187,36
187,139
187,119
187,124
188,135
188,21
188,18
188,57
188,52
188,36
188,102
188,167
188,13
188,124
188,139
189,21
189,119
189,36
189,52
189,167
189,139
189,124
189,102
190,21
190,119
190,36
190,52
190,167
190,139
190,124
191,50
191,118
191,119
191,132
191,124
191,136
192,131
192,167
192,168
192,38
192,21
192,98
192,135
192,139
192,119
192,158
192,52
192,17
192,124
192,102
192,8
192,57
193,63
193,98
193,135
193,139
193,119
193,158
193,17
193,124
193,8
194,8
194,98
194,94
194,119
194,100
194,49
194,13
194,124
194,56
194,102
195,60
195,38
195,98
195,109
195,135
195,49
195,139
195,27
195,119
195,124
195,102
195,56
196,24
196,18
196,139
196,124
196,102
196,167
197,37
197,38
197,21
197,50
197,139
197,118
197,158
197,119
197,52
197,41
197,124
197,102
198,8
198,98
198,119
198,138
198,37
198,167
198,49
198,124
198,102
199,167
199,50
199,60
199,80
199,69
199,12
199,131
199,27
199,38
199,119
199,17
199,124
199,8
199,126
199,97
199,96
200,8
200,169
200,109
200,162
200,124
201,167
201,108
201,30
201,33
201,21
201,98
201,76
201,69
201,49
201,100
201,46
201,107
201,94
201,52
201,124
201,8
201,133
201,13
201,43
201,44
201,97
201,56
201,123
201,159
202,119
202,139
202,55
202,124
203,38
203,21
203,50
203,118
203,111
203,27
203,119
203,52
203,124
203,102
203,136
203,8
204,136
204,63
204,8
204,119
204,109
204,50
204,167
204,38
204,118
205,135
205,167
205,21
205,98
205,109
205,139
205,128
205,119
205,17
205,102
205,8
205,13
205,162
205,140
206,149
206,60
206,93
206,36
206,50
206,49
206,139
206,118
206,51
206,119
206,94
206,124
206,64
207,119
207,36
207,139
207,124
207,138
207,102
208,51
208,8
208,21
208,98
208,119
208,56
208,109
208,52
208,49
208,38
208,124
208,102
209,50
209,38
209,135
209,139
209,118
209,37
209,119
209,124
209,102
209,136
209,8
210,107
210,8
210,21
210,98
210,52
210,167
210,13
210,133
210,124
210,56
210,123
210,159
211,131
211,167
211,150
211,49
211,139
211,158
211,107
211,119
211,52
211,86
211,124
211,8
212,167
212,146
212,21
212,109
212,49
212,138
212,128
212,111
212,107
212,119
212,52
212,102
212,124
212,8
212,85
212,13
212,56
213,119
213,18
214,22
214,119
214,139
214,36
214,167
215,131
215,167
215,38
215,142
215,47
215,98
215,109
215,49
215,51
215,119
215,52
215,104
215,8
216,18
216,119
217,119
217,18
217,102
218,63
218,8
218,161
218,167
218,119
218,109
218,49
218,102
218,139
219,131
219,167
219,38
219,63
219,142
219,47
219,98
219,109
219,49
219,139
219,51
219,119
219,52
219,104
219,102
219,8
220,131
220,167
220,38
220,63
220,142
220,47
220,98
220,109
220,49
220,139
220,51
220,119
220,52
220,104
220,102
220,8
221,131
221,167
221,38
221,63
221,142
221,47
221,98
221,109
221,49
221,139
221,51
221,119
221,52
221,104
221,102
221,8
222,131
222,37
222,167
222,38
222,63
222,109
222,135
222,49
222,139
222,51
222,23
222,119
222,104
222,102
222,56
223,119
223,139
223,55
223,124
224,22
224,119
224,139
224,36
224,167
225,135
225,167
225,63
225,146
225,21
225,98
225,92
225,69
225,9
225,51
225,40
225,94
225,119
225,52
225,104
225,17
225,8
225,85
225,147
225,56
226,8
226,154
226,135
226,21
226,119
226,109
226,52
226,49
227,172
227,51
227,8
227,38
227,94
227,119
227,167
227,131
227,63
229,172
229,161
229,37
229,167
229,50
229,38
229,21
229,98
229,109
229,49
229,128
229,51
229,119
229,52
229,8
229,85
229,56
230,172
230,167
230,38
230,146
230,47
230,119
230,92
230,21
230,109
230,49
230,139
230,37
230,9
230,27
230,51
230,52
230,134
230,85
232,146
232,42
232,85
232,21
232,119
232,109
232,138
232,52
232,28
232,43
232,102
232,167
233,167
233,50
233,38
233,63
233,21
233,98
233,49
233,139
233,9
233,27
233,51
233,94
233,119
233,160
233,52
233,102
233,104
233,57
233,85
234,107
234,8
234,167
234,98
234,119
234,109
234,52
234,37
234,168
234,38
234,17
235,111
235,10
235,89
235,98
235,109
235,119
235,158
235,37
235,139
235,13
235,110
235,71
235,56
235,131
236,146
236,42
236,85
236,94
236,119
236,109
236,21
236,52
236,28
236,138
236,167
238,146
238,150
238,21
238,98
238,138
238,109
238,145
238,135
238,128
238,107
238,154
238,119
238,52
238,86
238,102
238,8
238,133
238,158
238,56
239,167
239,60
239,80
239,33
239,21
239,98
239,109
239,139
239,42
239,119
239,52
239,73
239,102
239,85
239,57
239,43
239,71
239,56
239,140
240,119
240,124
240,142
240,102
